#Gene_name	LTL331_pre_Cx (bio1)	LTL331_pre_Cx (bio2)	LTL331_Cx_8wk	LTL331_Cx_12wk	LTL331_Cx_relapsed_NEPC (bio1)	LTL331_Cx_relapsed_NEPC (bio2)
LASP1	8163 	19172 	15939 	19974 	4208 	4314 
JAG1	49 	15 	60 	47 	14 	14 
MAFK	678 	984 	721 	1215 	586 	609 
LMF1	3478 	3018 	3918 	4748 	5543 	3036 
GNG7	1311 	1416 	2249 	1993 	59 	28 
DHRS4-AS1	1330 	1692 	2126 	2209 	1591 	1734 
ZNF382	542 	850 	1068 	1017 	1576 	1337 
LENEP	42 	33 	75 	55 	21 	21 
FCF1P7	9 	23 	36 	24 	38 	35 
SATL1	14 	22 	53 	27 	30 	26 
WIPF1	1618 	1495 	2074 	2278 	2646 	1925 
OR52K3P	18 	12 	27 	23 	0 	0 
THBD	6 	5 	29 	8 	8 	5 
BTN2A1	1262 	1358 	1479 	1919 	917 	1249 
MX1	3348 	805 	1605 	3043 	125 	138 
TTC26	1339 	1888 	1774 	2365 	2297 	2233 
GAA	11890 	18961 	21097 	22603 	23820 	12354 
RPAP1	872 	1470 	1786 	1717 	1826 	2091 
UTY	2616 	3612 	3547 	4564 	1853 	2155 
KDM2A	7222 	10528 	12045 	13007 	14512 	18064 
SGK223	1619 	1691 	1510 	2426 	10666 	4730 
EP400	8022 	13915 	15113 	16076 	15738 	15360 
KIF5B	14819 	20912 	27144 	26186 	29411 	31129 
SPOPL	3215 	4565 	6129 	5703 	2982 	3807 
PKD1P5	272 	673 	611 	692 	722 	651 
MBNL1	4402 	6609 	7093 	8073 	2548 	3191 
FKBP9	5167 	6904 	7902 	8851 	2539 	3177 
MAPKBP1	942 	1548 	1493 	1826 	2613 	2558 
ZFP3	921 	1023 	1115 	1426 	1301 	1665 
DMXL2	5275 	7863 	9387 	9636 	11788 	8143 
USP42	3617 	3099 	3693 	4925 	3124 	3686 
ZNF250	2021 	1632 	2731 	2679 	2982 	2809 
DNER	840 	318 	130 	850 	3726 	709 
KCTD21-AS1	70 	76 	113 	107 	149 	124 
CAPN10	1470 	1868 	2378 	2449 	2545 	2137 
ULBP3	22 	107 	90 	95 	8 	14 
EPB41L1	3042 	4116 	4758 	5254 	1733 	2226 
ERO1L	1225 	650 	566 	1376 	1744 	1972 
CCNG2	6141 	8503 	11552 	10750 	7944 	6858 
PKP4	5495 	7067 	6901 	9222 	8182 	6867 
PCDHGA12	84 	79 	80 	120 	38 	45 
NICN1	783 	1563 	1956 	1723 	1027 	1042 
POU5F1P4	59 	71 	82 	96 	83 	92 
ZNF571-AS1	325 	333 	511 	483 	171 	109 
SSBP3-AS1	109 	156 	222 	195 	162 	128 
ZNF514	2451 	3843 	4458 	4624 	3730 	2670 
PLEKHG4	787 	1240 	1561 	1490 	3826 	2823 
ZDHHC2	1828 	2286 	3917 	3024 	625 	173 
SMAD5	5612 	9821 	10420 	11345 	24428 	21949 
KRT8P46	4 	51 	35 	40 	51 	78 
ENO2	905 	295 	941 	882 	20853 	17677 
ERBB2IP	6580 	10536 	10213 	12584 	6604 	5993 
ARHGEF17	2816 	6045 	6969 	6515 	2536 	2711 
TSPAN13	7033 	3512 	5210 	7753 	3973 	2885 
RNF149	3161 	2713 	3843 	4319 	2801 	2170 
ZNF678	1017 	1210 	1364 	1637 	2254 	2155 
LRRC1	2205 	2216 	3489 	3251 	1024 	677 
NBPF14	344 	611 	799 	702 	74 	63 
ZNF91	2886 	3246 	3708 	4509 	3204 	3496 
TMEM168	4276 	4812 	4980 	6684 	5639 	4325 
DMRTA1	420 	202 	344 	458 	238 	238 
AKAP11	2501 	4177 	4508 	4911 	7027 	5480 
PHF21A	2960 	3505 	4427 	4756 	3911 	4423 
SDAD1P1	100 	110 	132 	155 	69 	70 
TATDN2P2	53 	223 	96 	203 	437 	173 
FCHO2	2435 	3448 	3430 	4332 	1539 	1496 
TPPP	615 	1352 	813 	1449 	2856 	1999 
ZNF554	896 	808 	1132 	1255 	1040 	928 
PCDHB15	176 	231 	331 	300 	298 	176 
PCDHGC4	175 	260 	323 	320 	124 	117 
MAP4K3	4496 	4734 	6406 	6802 	4419 	4927 
C5orf54	745 	467 	842 	893 	1698 	1413 
BTBD9	1888 	3078 	2950 	3660 	1891 	2100 
TET1	1397 	2559 	2785 	2916 	3727 	4562 
GON4L	3825 	5665 	6507 	6995 	6926 	7851 
PABPC1P1	22 	14 	36 	27 	15 	27 
SGMS1	3977 	5040 	7145 	6648 	1232 	1081 
ADRA1B	31 	42 	31 	54 	6 	11 
ZNF248	1322 	1419 	2305 	2021 	2816 	2282 
TMEM8B	2906 	2958 	4584 	4326 	1293 	1057 
PTPN3	5663 	7243 	9112 	9518 	4506 	3541 
CCR10	43 	64 	71 	79 	49 	56 
MOV10	8847 	9196 	11143 	13310 	5125 	4180 
SLC27A1	2326 	2537 	3661 	3588 	1323 	791 
ZBTB5	2657 	4031 	3950 	4935 	5766 	8130 
FDXR	704 	611 	897 	970 	1104 	971 
SEMA3F	968 	1352 	1678 	1712 	21687 	16809 
KCTD14	198 	191 	190 	287 	858 	822 
ZNF624	224 	151 	250 	276 	475 	677 
PMEL	55 	68 	117 	91 	185 	92 
HOOK3	3608 	4879 	5943 	6266 	3065 	2584 
POU5F1P5	7 	26 	28 	24 	23 	31 
C17orf80	2073 	3590 	4479 	4182 	3578 	3960 
ABCA5	2066 	3057 	2244 	3783 	40210 	13652 
EGF	352 	625 	499 	722 	3 	1 
BMS1P1	25 	82 	78 	79 	110 	80 
LRRC39	109 	100 	131 	155 	48 	41 
SMG6	2887 	4526 	4999 	5477 	4533 	4509 
ANKDD1B	26 	28 	62 	40 	150 	87 
SLC22A5	2653 	3289 	3973 	4390 	1385 	1799 
SMCHD1	3660 	5938 	7082 	7091 	9743 	8713 
WDR36	2437 	3654 	4400 	4500 	5152 	5764 
OXCT2	14 	53 	77 	50 	34 	23 
TXLNG	1348 	1792 	2444 	2321 	2275 	2196 
BTRC	1187 	1577 	1917 	2043 	1669 	1404 
MICALL2	5886 	4575 	5313 	7738 	15122 	6989 
EYA3	2428 	2856 	4640 	3909 	3488 	4217 
USP13	2263 	3401 	5048 	4191 	3384 	4440 
PLD2	2434 	2917 	3381 	3960 	743 	616 
ATP8B2	1860 	5032 	6921 	5101 	49611 	44811 
THTPA	330 	534 	638 	640 	300 	334 
SETX	9075 	12183 	13466 	15736 	7932 	6802 
SETD2	6878 	13154 	13080 	14832 	10322 	13084 
MAP6	778 	350 	211 	835 	217 	234 
TNPO1	7298 	13960 	15014 	15742 	12236 	19011 
WWP2	3128 	3130 	4149 	4634 	8493 	7075 
WI2-3658N16.1	469 	854 	1074 	980 	502 	460 
CMTM1	48 	98 	110 	108 	112 	146 
FBXO36	970 	1060 	1261 	1503 	743 	588 
AGGF1P3	18 	22 	26 	30 	37 	37 
GLB1L	1083 	1110 	1329 	1625 	665 	556 
SH3PXD2A	2122 	5340 	5277 	5529 	28742 	15043 
C1QTNF6	2708 	2653 	5943 	3972 	2716 	1323 
ANK3	13468 	19285 	21952 	24273 	8607 	7521 
EXOC3	4302 	5649 	5881 	7376 	4404 	3939 
NMRK1	705 	476 	773 	875 	1847 	729 
EFTUD1	1296 	1807 	2145 	2300 	1970 	1530 
ZNF721	2279 	3517 	3695 	4297 	3277 	4351 
LENG8-AS1	379 	392 	675 	572 	441 	445 
CD164L2	292 	244 	189 	398 	500 	254 
FSCN2	383 	1021 	1162 	1041 	246 	140 
PPARD	2763 	3577 	5001 	4701 	483 	502 
DENND2D	2022 	1800 	2048 	2835 	436 	146 
ARID4B	5011 	5851 	7431 	8056 	5029 	5744 
ZNF440	3947 	3630 	3598 	5620 	4782 	4913 
KIF21B	300 	537 	531 	621 	1001 	1056 
CCDC78	1235 	1533 	1318 	2053 	2121 	937 
FAM111A	7586 	9497 	13845 	12676 	12738 	9213 
VCL	14820 	26200 	31048 	30443 	11058 	12724 
SFMBT1	2177 	2813 	3228 	3703 	3335 	3885 
SLC14A1	57 	32 	28 	66 	263 	101 
ATP13A3	6130 	11037 	12669 	12746 	11765 	11545 
BIN3	453 	534 	524 	733 	508 	476 
ABCC10	1528 	2040 	2461 	2649 	4334 	4105 
TAF1A	279 	321 	406 	446 	435 	439 
NPBWR1	442 	349 	721 	588 	11 	0 
HTT	7602 	14445 	14681 	16389 	16129 	15387 
ZNF175	1042 	1141 	1526 	1623 	1264 	1425 
PISD	1138 	909 	1156 	1522 	2010 	1883 
LMTK2	3497 	7703 	7753 	8329 	5013 	6864 
ARHGEF10L	2480 	3067 	2461 	4125 	2037 	2603 
ZNF468	1852 	2275 	2983 	3069 	1279 	1510 
PRKCQ	227 	326 	390 	411 	736 	721 
ACSL6	124 	245 	315 	274 	6211 	4120 
SNX18P7	14 	77 	97 	68 	2 	1 
EPOR	1177 	1255 	2225 	1810 	806 	365 
USP6NL	1792 	2591 	2102 	3261 	2186 	2785 
RHOXF1	33 	13 	33 	34 	11 	5 
DDX42	10369 	17074 	18389 	20426 	11078 	11851 
TFF1	257 	775 	891 	768 	31 	28 
ZC3H4	3006 	4197 	5788 	5362 	6946 	7802 
RCC2	9886 	12735 	12115 	16848 	17819 	18899 
IL9RP3	15 	103 	109 	88 	21 	17 
AIDA	3688 	4134 	14129 	5827 	3008 	2862 
GAN	885 	1407 	1305 	1707 	1019 	1191 
FAM189A2	674 	121 	190 	593 	29 	12 
HECTD1	7410 	14667 	18282 	16455 	13337 	15410 
SPG20	521 	480 	588 	747 	385 	331 
PRDM10	1433 	2165 	2668 	2682 	2054 	2497 
IFNAR2	511 	764 	545 	951 	439 	539 
FRMPD3	1215 	2298 	3182 	2619 	178 	311 
TRIM16	500 	585 	641 	809 	392 	430 
CAPN12	152 	136 	182 	215 	685 	549 
PSAP	85083 	92169 	118448 	132171 	72459 	54944 
CNNM2	748 	825 	1340 	1173 	1395 	1230 
FBXO34	2469 	3168 	3248 	4205 	1707 	1993 
DTX2P1	432 	506 	436 	700 	187 	164 
TTC37	5583 	10460 	12757 	11968 	8323 	8872 
SPAG1	3500 	3701 	3137 	5373 	5265 	3186 
CLTC	31819 	74824 	77390 	79621 	25593 	31297 
RPL38	8404 	5657 	14279 	10503 	2922 	4140 
MPP2	148 	537 	592 	512 	565 	489 
ENTPD1-AS1	84 	127 	164 	157 	144 	163 
TRAF3IP2	1412 	1167 	1394 	1927 	491 	691 
GTF2H2C	297 	575 	756 	652 	453 	572 
KIFAP3	1368 	1667 	1934 	2269 	5276 	4115 
FBXO27	281 	673 	649 	714 	5 	2 
GNL1	2836 	3250 	5297 	4552 	7189 	6665 
TTC3	26845 	35944 	50821 	46969 	30814 	23260 
ZNF404	917 	505 	1113 	1064 	293 	166 
HCG15	49 	144 	169 	144 	53 	84 
PIRT	49 	35 	50 	63 	4 	7 
PCBD2	842 	1012 	1440 	1387 	2225 	2157 
SNX1	6563 	9007 	12622 	11653 	7359 	7456 
BPTF	10564 	23117 	24436 	25210 	12513 	14575 
JMJD7-PLA2G4B	795 	1632 	1829 	1818 	906 	586 
BMPR1A	3245 	3684 	6673 	5190 	1960 	1944 
F2RL1	1251 	1364 	1038 	1960 	36 	19 
RLIM	5303 	7765 	9262 	9799 	7254 	9224 
TMEM133	137 	161 	92 	224 	5 	8 
BMI1	3254 	1657 	2707 	3685 	3898 	4840 
HEATR1	1466 	4226 	3620 	4270 	3451 	3710 
VANGL1	3646 	4835 	6110 	6363 	4673 	4402 
ILDR1	1104 	1331 	1761 	1827 	531 	499 
NODAL	37 	39 	29 	57 	85 	117 
FGFR1	4837 	4178 	4855 	6764 	10013 	4615 
LIG3	4127 	8621 	11414 	9566 	4396 	5643 
SH3GLB1	3458 	4183 	4368 	5735 	7354 	8549 
FAM161A	1311 	1512 	2149 	2119 	3410 	2399 
HIST1H2BN	68 	84 	110 	114 	81 	99 
TRIM8	2165 	2363 	2824 	3399 	1687 	1649 
WDPCP	380 	436 	409 	613 	666 	576 
SLC31A1	5371 	7590 	12296 	9736 	3066 	3356 
DTX3L	8523 	7084 	9041 	11726 	837 	1162 
NAV3	42 	19 	94 	46 	7 	27 
SEMA6C	1529 	2062 	2322 	2699 	11500 	8730 
PATE2	14 	27 	46 	31 	72 	63 
MB21D1	344 	261 	385 	455 	469 	225 
DIAPH2	2402 	3014 	5363 	4070 	112 	43 
DSTYK	1411 	2912 	2670 	3250 	2859 	3327 
CLIP1	2178 	3034 	3497 	3919 	1606 	2031 
MAST2	7772 	8927 	18291 	12561 	15381 	13533 
NPAT	2025 	2797 	3472 	3628 	4459 	4774 
RNF157-AS1	58 	75 	107 	100 	147 	93 
PTCHD2	1124 	1516 	1401 	1986 	2569 	3847 
CD5	101 	43 	65 	109 	29 	40 
GAPVD1	3132 	5420 	5454 	6440 	5746 	7265 
FNIP2	3242 	6116 	5649 	7047 	3234 	2865 
SLC38A10	4638 	8281 	10065 	9728 	5528 	3807 
DUSP6	106 	201 	161 	231 	2028 	2414 
DBIL5P	21 	48 	69 	52 	79 	95 
SUV420H2	1171 	1063 	1714 	1683 	5628 	3421 
MAN2B2	3772 	4768 	6238 	6434 	3020 	2262 
MTPN	2069 	4483 	4873 	4937 	4174 	4453 
B4GALT1	6672 	8176 	5452 	11191 	18673 	15535 
SLC23A2	5777 	8589 	12212 	10829 	2945 	4154 
DIAPH1	9072 	15230 	17036 	18322 	10294 	11788 
HPCAL4	55 	71 	62 	95 	71 	60 
NPIPB6	142 	76 	189 	164 	43 	29 
ZNF136	940 	1084 	1338 	1527 	1399 	1876 
HIC1	31 	70 	76 	76 	452 	468 
VMA21	3781 	3661 	6548 	5615 	3982 	4164 
SMAP2	2556 	2649 	2967 	3927 	5267 	5197 
INSM2	23 	34 	151 	43 	182 	91 
C5orf49	1197 	419 	441 	1220 	1349 	768 
STARD5	594 	349 	583 	711 	46 	19 
SORT1	6767 	9721 	11300 	12460 	16334 	15052 
SPG11	5470 	9318 	11788 	11177 	7622 	5187 
TLDC2	90 	80 	56 	128 	66 	73 
HAAO	18 	10 	25 	21 	19 	16 
LMOD1	70 	90 	113 	121 	210 	152 
GALC	3621 	3612 	4400 	5470 	5280 	3849 
ZSCAN22	491 	659 	1012 	870 	908 	1342 
CBWD3	149 	169 	261 	241 	82 	103 
NFE2L1	7692 	14295 	14583 	16642 	6591 	7748 
ZNF562	3289 	3336 	4929 	5015 	4285 	5195 
DPY19L1	2070 	2607 	3008 	3540 	5018 	4043 
WHSC1L1	9177 	11710 	12997 	15812 	23025 	17241 
CARD8	2209 	2885 	3745 	3857 	4656 	3019 
WNK3	1160 	1832 	4205 	2265 	1075 	1323 
DENND5A	2158 	2753 	3389 	3719 	3499 	2950 
JRKL	686 	917 	1217 	1214 	770 	793 
GATAD1	5314 	6012 	7554 	8579 	2790 	2394 
FAM87B	30 	39 	38 	53 	19 	19 
ZFYVE20	3608 	5243 	6011 	6705 	5476 	7281 
POM121L9P	51 	84 	57 	103 	126 	70 
MTF1	1662 	2773 	2422 	3361 	2708 	4807 
FAM13A-AS1	579 	393 	417 	737 	223 	122 
RGPD8	218 	410 	453 	476 	311 	249 
SCAF11	4356 	7922 	8073 	9313 	8036 	6950 
TNIP1	5644 	3819 	3532 	7179 	4609 	3634 
TMEM243	295 	272 	266 	430 	179 	102 
TTC39B	2178 	2291 	3635 	3391 	2396 	1537 
BCAS3	3071 	5494 	6984 	6499 	4792 	3714 
CRKL	2556 	3228 	4038 	4389 	8386 	12467 
FAM122C	514 	543 	720 	802 	766 	684 
PUS10	533 	410 	783 	716 	585 	461 
ARMCX2	354 	351 	536 	535 	71 	83 
KIAA1456	187 	139 	349 	248 	11927 	8241 
NAPSA	142 	142 	243 	215 	326 	339 
ST6GALNAC4P1	32 	26 	46 	44 	27 	41 
DAGLA	2075 	3683 	4133 	4373 	12147 	8583 
MYCL	357 	578 	281 	710 	2942 	2038 
DTNB	1919 	1477 	2842 	2581 	1774 	1875 
NDUFA9P1	23 	26 	62 	37 	110 	173 
SLC18A1	34 	16 	44 	38 	11 	17 
POU2F1	5065 	7125 	7322 	9262 	9608 	11618 
PNPT1P1	4 	99 	141 	78 	15 	26 
HPS4	2129 	2493 	3210 	3512 	3992 	4360 
ADAMTS17	195 	576 	755 	586 	255 	476 
PAPOLG	1744 	2079 	2347 	2906 	2419 	3214 
SLC22A15	716 	602 	708 	1002 	71 	30 
CTSO	3404 	4286 	4430 	5846 	1291 	799 
WDR7	864 	1777 	2046 	2008 	1523 	1611 
MRPL45P2	147 	333 	377 	365 	170 	177 
ZNF496	4761 	6081 	7749 	8246 	5851 	7137 
HEXIM1	8605 	11952 	18033 	15639 	3194 	5700 
RECK	943 	945 	994 	1437 	445 	436 
LTBP4	1133 	1963 	1902 	2357 	11255 	4839 
GAPDHP39	23 	35 	53 	44 	10 	30 
ZNF510	1327 	2065 	2485 	2583 	2450 	3050 
DMTF1	6909 	7986 	10898 	11342 	12228 	9468 
PAX2	28 	74 	51 	78 	2241 	1182 
FAM86B1	451 	286 	561 	561 	253 	158 
SHISA9	674 	717 	1923 	1059 	69 	26 
VAC14-AS1	31 	39 	45 	54 	44 	52 
CDC42BPB	10398 	19138 	27795 	22499 	6433 	6271 
GPR125	2430 	3863 	5138 	4796 	2096 	2543 
CCDC88C	9040 	15992 	16556 	19077 	19699 	15145 
ZNF609	5498 	9477 	9085 	11415 	7915 	10325 
C9orf41	1155 	1330 	1826 	1894 	1278 	1139 
PCDHB17	409 	474 	602 	674 	100 	111 
EPN2	3531 	7380 	8129 	8318 	4880 	4654 
SBSN	21 	11 	26 	25 	4 	2 
FAM117A	1209 	2515 	2729 	2840 	891 	1145 
FAM179B	2904 	3160 	3504 	4625 	3781 	3643 
AMER3	170 	217 	208 	295 	2328 	2787 
ZMYM4	2835 	3936 	4755 	5166 	3941 	3486 
XBP1P1	28 	27 	55 	42 	34 	37 
PDK3	767 	658 	762 	1087 	724 	557 
SUSD3	71 	54 	91 	95 	13 	10 
FPR3	163 	56 	79 	167 	10 	7 
CADPS2	1884 	3381 	4543 	4020 	8011 	3000 
CALCOCO2	5262 	7258 	7812 	9564 	8017 	4598 
MKNK1	3322 	3920 	5535 	5533 	1551 	1332 
PTPN20CP	17 	30 	46 	36 	32 	21 
ZNF518B	5220 	7693 	10680 	9871 	3775 	4767 
ADORA2B	158 	351 	334 	389 	278 	193 
SBNO1	3127 	6233 	6827 	7155 	7884 	8530 
FOXP1-IT1	57 	91 	85 	113 	27 	26 
CCDC57	6820 	10101 	9854 	12937 	15399 	8429 
C2CD5	3949 	4797 	7754 	6690 	4930 	3635 
ABCA10	74 	34 	44 	82 	2402 	777 
AFF4	11331 	20969 	21036 	24706 	13842 	18494 
CHRNA10	83 	65 	154 	113 	5282 	3264 
KCTD11	333 	609 	520 	721 	143 	111 
FAM86JP	424 	329 	516 	577 	433 	518 
CCDC64B	1798 	2144 	1885 	3016 	79 	42 
DDX60L	3898 	2741 	3130 	5081 	3584 	1488 
VTCN1	53 	4 	69 	44 	17 	13 
PPARA	1648 	3569 	4442 	3993 	1107 	889 
DQX1	15 	6 	28 	16 	45 	81 
SCML1	851 	1526 	1089 	1820 	1012 	651 
RAP2C-AS1	311 	356 	407 	511 	484 	533 
FIBCD1	217 	171 	161 	297 	18 	16 
AEBP2	1610 	1681 	2558 	2519 	1233 	1284 
CNNM4	2884 	5127 	5267 	6135 	2618 	2876 
C11orf65	22 	25 	45 	36 	69 	61 
KCNN4	173 	1685 	1648 	1423 	204 	229 
ZNF69	545 	774 	858 	1010 	492 	424 
ZNF703	3577 	3151 	3222 	5155 	477 	453 
MBTD1	3139 	4871 	5359 	6138 	2886 	2721 
LRP5	3257 	6620 	6970 	7570 	9179 	5566 
KDM4A-AS1	66 	73 	120 	107 	97 	80 
TMEM145	35 	71 	125 	81 	4733 	3360 
CDK3	43 	63 	65 	81 	51 	51 
RBM26	3555 	4257 	5430 	5991 	4559 	4467 
NRXN3	639 	251 	823 	682 	7527 	5136 
RNF150	2088 	2287 	1372 	3355 	29 	55 
BIRC2	4156 	3631 	3864 	5973 	3219 	2813 
S1PR2	115 	203 	209 	243 	158 	196 
C5orf63	783 	953 	1292 	1332 	1283 	1144 
CDKN2B-AS1	180 	71 	115 	193 	573 	239 
HP1BP3	12296 	17266 	27193 	22691 	31758 	29504 
GLTSCR1L	3418 	5972 	8085 	7210 	3583 	3676 
GPR156	225 	462 	565 	528 	4890 	2838 
LIPE-AS1	117 	61 	146 	137 	96 	93 
BOD1L1	4275 	8274 	7528 	9639 	6652 	7709 
FAM227B	265 	217 	302 	370 	714 	487 
FAM81A	685 	827 	1131 	1161 	1361 	649 
ZNF557	780 	747 	1083 	1173 	1696 	2312 
VASH2	877 	1150 	827 	1558 	5474 	3360 
LPP	7441 	9785 	10302 	13238 	1592 	670 
EPX	2 	37 	38 	30 	17 	25 
ST6GALNAC6	1216 	1439 	2017 	2041 	1763 	1551 
USP34	4906 	13817 	13937 	14395 	13283 	12821 
ERLIN1	1315 	1649 	2041 	2279 	998 	986 
PLEKHA8	1441 	2821 	2677 	3277 	1397 	1439 
SCARF1	94 	158 	242 	194 	56 	48 
MMP25	135 	145 	186 	215 	66 	40 
ZNF862	3288 	3831 	5199 	5476 	3961 	2536 
KNTC1	2887 	3962 	4851 	5268 	6935 	4922 
NAPB	873 	1129 	1461 	1540 	4600 	4264 
TTTY14	556 	425 	725 	755 	278 	162 
CNKSR3	545 	406 	621 	731 	319 	526 
CLDN4	11056 	11490 	10611 	17352 	5065 	5383 
TUFT1	1134 	1583 	1835 	2091 	4567 	4752 
ADA	50 	74 	93 	96 	6 	4 
NKPD1	290 	681 	903 	747 	1501 	1064 
GNL3L	711 	1388 	1620 	1616 	1445 	1967 
CCDC152	65 	30 	76 	73 	30 	17 
ALDH1L1	398 	189 	556 	452 	55 	34 
TMEM236	0 	21 	30 	16 	6 	6 
MED28	4186 	5576 	7073 	7518 	5679 	6550 
GLS2	359 	609 	940 	746 	539 	828 
FAM169A	963 	2263 	804 	2486 	168 	133 
PRX	436 	861 	942 	1000 	90 	133 
XPO1	13309 	17730 	28648 	23922 	27249 	25954 
ZNF701	839 	1262 	1432 	1620 	1362 	1084 
REST	5057 	6473 	7916 	8891 	126 	67 
LRRC16A	1629 	3423 	3180 	3897 	2200 	2245 
GOLGA7B	37 	124 	34 	124 	565 	690 
MIPEP	765 	462 	954 	947 	520 	441 
MARCH10	74 	29 	39 	80 	216 	114 
ZNF772	969 	1135 	1756 	1624 	771 	1067 
MMAA	660 	475 	781 	876 	441 	476 
SBF2	1914 	4698 	4461 	5103 	575 	748 
SYNGAP1	4482 	6223 	8288 	8263 	8343 	6960 
MAGI1-IT1	42 	72 	71 	88 	59 	75 
WNT9A	196 	289 	228 	375 	1259 	370 
ZC3H12C	1119 	697 	345 	1402 	4394 	5592 
MARCH8	3700 	5889 	6000 	7404 	3476 	3344 
LLGL2	6308 	11656 	11120 	13873 	3988 	2071 
TTC28	988 	1969 	2430 	2284 	8184 	13373 
ZC3H11A	13558 	16723 	20135 	23389 	19359 	19050 
PRICKLE3	397 	521 	624 	709 	407 	421 
NKX6-1	90 	259 	612 	270 	2198 	3984 
ATXN7	3258 	5157 	5576 	6504 	2628 	2929 
FCHSD1	1517 	2144 	2679 	2830 	731 	731 
ADAMTSL4	72 	155 	149 	176 	131 	111 
ZNF25	1151 	1462 	1969 	2020 	2269 	1915 
GSTM3	2486 	1507 	2139 	3087 	1041 	1541 
C2orf88	109 	177 	202 	221 	211 	140 
TSC22D2	1905 	2406 	2871 	3334 	2091 	2683 
TTC22	2263 	2427 	3367 	3627 	1122 	525 
ARNT2	4216 	8054 	7690 	9491 	6497 	7265 
APC2	150 	228 	299 	292 	525 	971 
MTCP1	142 	95 	150 	184 	74 	79 
CTTNBP2NL	3064 	5029 	9043 	6263 	2000 	2944 
ZNF324B	513 	551 	836 	824 	963 	1020 
MKL1	1589 	1762 	1742 	2594 	3835 	4412 
RECQL5	2238 	3535 	4046 	4469 	2674 	1844 
FAR2	62 	163 	141 	175 	143 	162 
EFCAB4A	4025 	2493 	3670 	5048 	1431 	490 
DBT	2475 	4341 	6600 	5278 	1802 	1681 
KPNA5	1475 	1981 	2295 	2677 	2465 	2959 
C9orf96	257 	235 	424 	381 	303 	254 
PIAS3	4513 	4841 	5557 	7249 	1954 	1842 
ABI2	6429 	10201 	13062 	12890 	12510 	12999 
STX18-AS1	119 	305 	326 	328 	278 	278 
PDCL3P4	222 	117 	340 	263 	133 	48 
MSH5	1119 	1622 	2490 	2126 	2526 	1791 
SCD5	3321 	3431 	5209 	5236 	7607 	7289 
PARD3	2600 	3546 	4010 	4766 	4516 	5238 
TNFAIP8L1	812 	922 	558 	1345 	14709 	11215 
PRKAR2A-AS1	430 	644 	887 	833 	349 	353 
LYSMD3	2612 	3300 	4466 	4586 	1699 	2097 
RRAS	464 	148 	199 	475 	66 	47 
ZNF845	914 	1820 	2069 	2121 	891 	1264 
TLDC1	467 	606 	656 	833 	361 	265 
SLFN12	631 	793 	1042 	1105 	1004 	429 
ZNF835	229 	340 	479 	442 	490 	781 
KCNN1	477 	619 	903 	851 	43 	37 
CCNI2	39 	45 	79 	65 	55 	43 
LRRC23	465 	113 	241 	449 	2268 	1296 
OR2L13	24 	49 	120 	57 	2 	0 
PROS1	163 	969 	1410 	879 	20 	4 
SDC3	4996 	6484 	6470 	8923 	5631 	6647 
ATP8A2	282 	212 	254 	384 	6990 	5411 
CYP2D7P	121 	98 	157 	170 	308 	187 
ZNF585A	1113 	1537 	2119 	2061 	1375 	1620 
LEAP2	459 	389 	737 	659 	820 	526 
UPK3B	167 	212 	260 	295 	27 	29 
FAM168A	5967 	10819 	13244 	13059 	14479 	15286 
PPT1	6272 	5888 	9140 	9461 	6322 	5468 
CTHRC1	57 	207 	124 	205 	1525 	2584 
ZNF518A	2418 	2950 	3731 	4177 	10267 	6845 
RPS12P26	2 	25 	27 	21 	8 	9 
KLHL35	435 	264 	535 	544 	61 	149 
FLT3LG	59 	85 	132 	112 	125 	136 
NMNAT1	464 	519 	798 	765 	772 	575 
RNFT1	1800 	2127 	2654 	3057 	497 	419 
CDKAL1	575 	891 	971 	1142 	2765 	2791 
IQCD	368 	390 	376 	591 	1388 	1147 
TMEM151A	55 	85 	94 	109 	884 	663 
TTC4	121 	291 	236 	321 	214 	315 
EPAS1	2823 	1639 	2964 	3477 	821 	1875 
DKFZP434E1119	8 	25 	21 	26 	44 	54 
HIST1H3D	20 	32 	28 	40 	48 	62 
SLC40A1	1192 	1363 	1932 	1992 	1088 	1038 
FUBP1	4044 	8062 	9033 	9439 	9534 	11746 
TTC14	3557 	4011 	5960 	5901 	3872 	2450 
SPRY2	167 	242 	459 	319 	225 	180 
PHKG1	37 	82 	127 	93 	238 	208 
IRF6	6254 	7389 	10078 	10642 	7639 	5012 
KRT18P34	5 	62 	80 	52 	86 	90 
C15orf39	1690 	1480 	1974 	2474 	1987 	2119 
TUBB1	23 	45 	47 	54 	69 	82 
WDFY2	1171 	1720 	2276 	2257 	1091 	847 
TAGLN	569 	660 	1015 	960 	1333 	944 
RUFY2	4712 	6403 	7896 	8680 	10121 	8425 
TMEM45B	3661 	3227 	2605 	5380 	26 	15 
FCHSD2	1067 	1563 	1969 	2054 	6763 	6106 
TMEM110	205 	355 	427 	438 	317 	331 
ZFC3H1	2063 	3910 	4194 	4668 	3473 	3616 
TTC34	581 	618 	661 	938 	2502 	1503 
MAPRE2	1601 	1333 	2024 	2294 	4736 	5136 
ZCWPW1	278 	189 	373 	365 	126 	146 
PLA2G16	526 	419 	613 	739 	5 	1 
MYO18A	1699 	5656 	5824 	5755 	5252 	4610 
ZNF675	398 	610 	793 	789 	1254 	1760 
ZNF322	707 	1221 	1300 	1508 	756 	935 
